Frame,X,Y,Z
C24,9499.6,715.0,-1897.5
C25,10033.0,715.0,-1897.5
C26,10556.4,715.0,-1897.5
C27,11099.8,715.0,-1897.5
C28,11633.2,715.0,-1897.5
C29,12166.6,715.0,-1897.5
C30,12700.0,715.0,-1897.5
C31,13233.4,715.0,-1897.5
C32,13766.8,715.0,-1897.5
C33,14300.2,715.0,-1897.5
C34,14833.6,715.0,-1897.5
C35,15367.0,715.0,-1897.5
